Year,Afghanistan,African Union**,Albania,Algeria,Angola,Anti-Castro rebels (Cuba)*,Argentina,Armas (Guatemala)*,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Biafra,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Congo,Contras (Nicaragua)*,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominican Republic,DR Congo,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Georgia,Germany (FRG),Ghana,Greece,Guatemala,Guinea,Guyana,Haiti,Haiti rebels*,Honduras,Hungary,India,Indonesia,Indonesia rebels*,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Libya GNC,Libya HoR,Lithuania,Luxembourg,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Morocco,Mujahedin (Afghanistan)*,Myanmar,Namibia,NATO**,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Yemen,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Regional Security System**,Romania,Rwanda,Saint Kitts and Nevis,Saint Vincent,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,South Sudan,South Vietnam,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Syria rebels*,Taiwan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,UAE,Uganda,Ukraine,UNITA (Angola)*,United Kingdom,United Nations**,Unknown recipient(s),Uruguay,Uzbekistan,Venezuela,Viet Nam,Yemen,Yugoslavia,Zimbabwe,Total,Year
1965,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,588.0,11.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,37.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,10.0,25.0,29.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,241.0,0.0,0.0,2776.0,0.0,486.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,182.0,0.0,0.0,149.0,668.0,0.0,1209.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,11.0,0.0,0.0,0.0,703.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,16.0,0.0,0.0,0.0,1.0,33.0,97.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,623.0,0.0,143.0,344.0,0.0,3.0,0.0,32.0,81.0,0.0,0.0,464.0,0.0,89.0,0.0,0.0,0.0,6.0,369.0,0.0,0.0,0.0,0.0,105.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11155.0,15
1966,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,9.0,0.0,273.0,0.0,0.0,56.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,16.0,9.0,0.0,1.0,0.0,0.0,97.0,0.0,0.0,37.0,0.0,0.0,2546.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,437.0,0.0,0.0,134.0,380.0,0.0,303.0,72.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,135.0,0.0,3.0,0.0,0.0,0.0,166.0,239.0,2.0,0.0,0.0,0.0,0.0,369.0,2.0,6.0,0.0,0.0,0.0,1.0,43.0,86.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,564.0,0.0,182.0,211.0,0.0,4.0,0.0,25.0,81.0,0.0,0.0,321.0,0.0,109.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,161.0,0.0,8.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,8404.0,16
1967,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,16.0,21.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,39.0,0.0,0.0,889.0,1.0,241.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.0,0.0,123.0,91.0,0.0,598.0,70.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,87.0,0.0,13.0,0.0,0.0,0.0,87.0,4.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,41.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,0.0,253.0,250.0,0.0,0.0,0.0,77.0,31.0,0.0,0.0,473.0,0.0,151.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,1376.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,7256.0,17
1968,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,15.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,7.0,5.0,0.0,20.0,0.0,0.0,33.0,0.0,0.0,47.0,0.0,0.0,818.0,0.0,69.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,775.0,0.0,0.0,600.0,181.0,0.0,531.0,28.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,129.0,56.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,11.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345.0,0.0,270.0,106.0,0.0,0.0,0.0,95.0,43.0,0.0,0.0,295.0,0.0,56.0,0.0,0.0,0.0,11.0,291.0,0.0,0.0,0.0,0.0,2246.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8447.0,18
1969,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,8.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,71.0,3.0,0.0,1039.0,0.0,233.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,1.0,0.0,1146.0,0.0,0.0,1210.0,481.0,0.0,498.0,121.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,26.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,494.0,0.0,553.0,148.0,2.0,0.0,0.0,70.0,20.0,0.0,0.0,568.0,0.0,132.0,0.0,0.0,0.0,17.0,540.0,0.0,3.0,0.0,0.0,2483.0,0.0,8.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,11762.0,19
1970,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,189.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73.0,5.0,0.0,0.0,0.0,6.0,0.0,611.0,0.0,0.0,62.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,66.0,0.0,0.0,94.0,0.0,0.0,1357.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,1078.0,0.0,0.0,770.0,555.0,0.0,637.0,119.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,168.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,76.0,0.0,640.0,206.0,0.0,0.0,0.0,35.0,62.0,0.0,0.0,580.0,1.0,213.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,9007.0,20
1971,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,10.0,0.0,0.0,0.0,21.0,1.0,455.0,0.0,0.0,42.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,72.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,103.0,0.0,0.0,2181.0,0.0,303.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,0.0,1182.0,0.0,0.0,1287.0,726.0,1.0,774.0,49.0,0.0,0.0,58.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,297.0,8.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0,3.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,240.0,0.0,955.0,409.0,3.0,0.0,0.0,10.0,84.0,0.0,0.0,347.0,2.0,227.0,0.0,0.0,0.0,0.0,501.0,0.0,3.0,0.0,0.0,111.0,0.0,0.0,16.0,0.0,129.0,0.0,0.0,0.0,0.0,11723.0,21
1972,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,13.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,99.0,0.0,309.0,0.0,0.0,43.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,78.0,0.0,0.0,523.0,7.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,646.0,0.0,0.0,849.0,1347.0,0.0,665.0,55.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,316.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,368.0,0.0,2132.0,565.0,2.0,0.0,0.0,70.0,59.0,0.0,0.0,245.0,1.0,199.0,0.0,0.0,0.0,4.0,608.0,1.0,17.0,0.0,0.0,155.0,0.0,0.0,24.0,0.0,111.0,0.0,0.0,0.0,0.0,10787.0,22
1973,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,620.0,16.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,10.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,122.0,0.0,56.0,0.0,0.0,66.0,0.0,55.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,85.0,0.0,0.0,1240.0,0.0,191.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,46.0,0.0,1359.0,0.0,0.0,1899.0,763.0,13.0,633.0,35.0,0.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,5.0,0.0,2.0,0.0,0.0,14.0,0.0,31.0,0.0,14.0,0.0,0.0,46.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,20.0,253.0,0.0,623.0,769.0,0.0,0.0,0.0,75.0,34.0,0.0,0.0,329.0,1.0,233.0,0.0,0.0,0.0,22.0,722.0,5.0,0.0,0.0,0.0,162.0,0.0,0.0,6.0,0.0,203.0,0.0,0.0,0.0,0.0,12025.0,23
1974,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,797.0,16.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,142.0,14.0,0.0,0.0,0.0,23.0,0.0,196.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,16.0,0.0,3.0,20.0,0.0,0.0,1600.0,0.0,418.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,71.0,0.0,2189.0,0.0,0.0,1075.0,786.0,7.0,982.0,54.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,95.0,0.0,0.0,0.0,0.0,47.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,446.0,0.0,346.0,471.0,0.0,0.0,0.0,75.0,9.0,0.0,0.0,366.0,1.0,88.0,0.0,0.0,0.0,8.0,724.0,7.0,0.0,0.0,0.0,162.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,12251.0,24
1975,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,2.0,89.0,5.0,0.0,14.0,0.0,0.0,51.0,8.0,6.0,13.0,35.0,0.0,1502.0,0.0,681.0,28.0,0.0,0.0,1.0,0.0,31.0,0.0,1.0,0.0,0.0,4067.0,0.0,0.0,1403.0,735.0,4.0,1653.0,319.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,92.0,0.0,53.0,0.0,0.0,0.0,67.0,6.0,0.0,0.0,84.0,0.0,0.0,49.0,34.0,51.0,0.0,23.0,0.0,0.0,213.0,105.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,617.0,0.0,0.0,0.0,103.0,66.0,0.0,0.0,340.0,0.0,32.0,0.0,0.0,0.0,0.0,843.0,56.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,3.0,0.0,16157.0,25
1976,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,16.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,207.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,12.0,2.0,60.0,56.0,10.0,0.0,0.0,108.0,4.0,0.0,230.0,29.0,0.0,1301.0,0.0,971.0,7.0,0.0,13.0,1.0,0.0,6.0,0.0,1.0,82.0,0.0,3999.0,0.0,0.0,1930.0,434.0,1.0,1632.0,321.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,217.0,3.0,7.0,0.0,84.0,0.0,0.0,23.0,0.0,24.0,0.0,6.0,0.0,2.0,188.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,14.0,549.0,0.0,0.0,484.0,0.0,0.0,0.0,75.0,66.0,0.0,0.0,480.0,0.0,31.0,0.0,0.0,0.0,10.0,231.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,40.0,0.0,7.0,0.0,0.0,3.0,0.0,15738.0,26
1977,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,122.0,0.0,0.0,0.0,0.0,22.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,56.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,31.0,91.0,112.0,8.0,0.0,0.0,22.0,0.0,0.0,239.0,28.0,0.0,969.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,50.0,0.0,4452.0,0.0,3.0,1099.0,241.0,0.0,909.0,461.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,253.0,0.0,7.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0.0,4.0,0.0,0.0,44.0,137.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,1176.0,0.0,0.0,56.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,802.0,0.0,46.0,0.0,0.0,0.0,0.0,196.0,13.0,0.0,0.0,0.0,124.0,0.0,0.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,14431.0,27
1978,0.0,0.0,0.0,22.0,0.0,0.0,147.0,0.0,779.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,230.0,2.0,0.0,622.0,0.0,504.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,85.0,0.0,2101.0,0.0,3.0,1325.0,415.0,4.0,1020.0,590.0,0.0,148.0,327.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,162.0,0.0,14.0,0.0,0.0,0.0,548.0,0.0,13.0,0.0,8.0,0.0,14.0,17.0,0.0,200.0,0.0,2.0,0.0,1.0,43.0,145.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,243.0,0.0,168.0,0.0,105.0,209.0,0.0,0.0,784.0,0.0,279.0,0.0,0.0,0.0,10.0,739.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,14068.0,28
1979,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,141.0,23.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,11.0,339.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,314.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,56.0,0.0,214.0,0.0,0.0,639.0,452.0,0.0,944.0,276.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,0.0,56.0,0.0,0.0,415.0,32.0,0.0,46.0,0.0,0.0,0.0,0.0,39.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,1339.0,0.0,0.0,241.0,0.0,0.0,0.0,86.0,209.0,0.0,0.0,546.0,0.0,46.0,0.0,0.0,0.0,44.0,749.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,9719.0,29
1980,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,341.0,23.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,9.0,0.0,133.0,414.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1.0,245.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,315.0,0.0,0.0,0.0,3.0,1208.0,322.0,0.0,1015.0,357.0,0.0,25.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,17.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,3.0,0.0,0.0,237.0,0.0,194.0,0.0,0.0,0.0,0.0,58.0,63.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,167.0,0.0,0.0,0.0,78.0,264.0,0.0,0.0,478.0,0.0,206.0,0.0,0.0,1.0,23.0,185.0,0.0,0.0,0.0,0.0,430.0,0.0,28.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,10730.0,30
1981,0.0,0.0,0.0,114.0,0.0,0.0,36.0,0.0,315.0,0.0,0.0,0.0,0.0,17.0,0.0,503.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,5.0,0.0,6.0,890.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,190.0,0.0,207.0,38.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,1645.0,101.0,0.0,1287.0,150.0,0.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,15.0,0.0,70.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,662.0,31.0,0.0,0.0,13.0,0.0,0.0,377.0,39.0,36.0,0.0,0.0,0.0,2.0,23.0,10.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,3.0,0.0,859.0,0.0,0.0,230.0,0.0,38.0,0.0,207.0,285.0,0.0,0.0,681.0,2.0,264.0,0.0,0.0,6.0,14.0,231.0,101.0,0.0,0.0,0.0,758.0,0.0,83.0,11.0,0.0,59.0,0.0,0.0,0.0,0.0,13611.0,31
