Year,Afghanistan,African Union**,Albania,Algeria,Angola,Anti-Castro rebels (Cuba)*,Argentina,Armas (Guatemala)*,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Biafra,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Congo,Contras (Nicaragua)*,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominican Republic,DR Congo,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Georgia,Germany (FRG),Ghana,Greece,Guatemala,Guinea,Guyana,Haiti,Haiti rebels*,Honduras,Hungary,India,Indonesia,Indonesia rebels*,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Libya GNC,Libya HoR,Lithuania,Luxembourg,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Morocco,Mujahedin (Afghanistan)*,Myanmar,Namibia,NATO**,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Yemen,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Regional Security System**,Romania,Rwanda,Saint Kitts and Nevis,Saint Vincent,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,South Sudan,South Vietnam,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Syria rebels*,Taiwan,Tanzania,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,UAE,Uganda,Ukraine,UNITA (Angola)*,United Kingdom,United Nations**,Unknown recipient(s),Uruguay,Uzbekistan,Venezuela,Viet Nam,Yemen,Yugoslavia,Zimbabwe,Total,Year
1982,0.0,0.0,0.0,84.0,0.0,0.0,4.0,0.0,63.0,0.0,0.0,0.0,10.0,9.0,0.0,422.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,29.0,220.0,0.0,0.0,23.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,30.0,0.0,5.0,1369.0,32.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,257.0,0.0,41.0,16.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,864.0,172.0,0.0,1392.0,224.0,0.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,111.0,0.0,3.0,0.0,1250.0,0.0,893.0,0.0,0.0,0.0,6.0,0.0,0.0,388.0,41.0,93.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,28.0,0.0,649.0,0.0,0.0,176.0,0.0,72.0,0.0,45.0,125.0,0.0,0.0,690.0,0.0,37.0,0.0,0.0,0.0,20.0,141.0,0.0,14.0,0.0,0.0,703.0,0.0,83.0,9.0,0.0,69.0,0.0,0.0,0.0,0.0,14015.0,32
1983,0.0,0.0,0.0,200.0,0.0,0.0,28.0,0.0,489.0,105.0,0.0,0.0,10.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,646.0,0.0,10.0,3.0,0.0,49.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,15.0,985.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,250.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,122.0,0.0,0.0,27.0,0.0,484.0,234.0,0.0,1618.0,101.0,0.0,0.0,141.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,144.0,0.0,0.0,0.0,1250.0,0.0,978.0,5.0,0.0,0.0,4.0,31.0,0.0,383.0,59.0,254.0,0.0,6.0,0.0,0.0,67.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0,0.0,0.0,2.0,0.0,172.0,0.0,0.0,9.0,0.0,436.0,0.0,0.0,92.0,0.0,3.0,0.0,122.0,242.0,0.0,0.0,619.0,0.0,88.0,0.0,0.0,0.0,76.0,74.0,29.0,0.0,0.0,0.0,243.0,0.0,83.0,0.0,0.0,137.0,0.0,0.0,30.0,0.0,13939.0,33
1984,0.0,0.0,0.0,170.0,0.0,0.0,10.0,0.0,556.0,0.0,0.0,0.0,10.0,0.0,1.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,646.0,0.0,9.0,12.0,59.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,25.0,0.0,39.0,386.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,260.0,0.0,86.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,10.0,0.0,0.0,278.0,204.0,0.0,1932.0,233.0,0.0,0.0,64.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1250.0,0.0,848.0,5.0,0.0,0.0,13.0,31.0,0.0,204.0,10.0,479.0,0.0,0.0,1.0,0.0,34.0,39.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,9.0,0.0,479.0,0.0,0.0,73.0,9.0,34.0,0.0,33.0,213.0,0.0,0.0,323.0,0.0,108.0,0.0,0.0,0.0,108.0,93.0,61.0,0.0,0.0,0.0,588.0,0.0,83.0,0.0,0.0,28.0,0.0,0.0,46.0,0.0,11887.0,34
1985,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,508.0,18.0,0.0,0.0,45.0,0.0,0.0,287.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,0.0,0.0,4.0,98.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,8.0,457.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,4.0,9.0,0.0,300.0,128.0,5.0,1847.0,177.0,0.0,6.0,76.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,750.0,0.0,556.0,7.0,0.0,0.0,102.0,0.0,0.0,33.0,0.0,549.0,0.0,7.0,0.0,0.0,59.0,23.0,0.0,141.0,0.0,0.0,0.0,0.0,6.0,0.0,350.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,42.0,0.0,646.0,0.0,0.0,114.0,39.0,0.0,0.0,37.0,150.0,0.0,0.0,538.0,0.0,109.0,0.0,0.0,0.0,84.0,274.0,5.0,0.0,0.0,0.0,272.0,0.0,83.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,10801.0,35
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,18.0,0.0,0.0,47.0,0.0,0.0,91.0,0.0,0.0,0.0,6.0,0.0,0.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0,14.0,6.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,87.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,22.0,0.0,50.0,9.0,11.0,1178.0,137.0,3.0,1764.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,427.0,22.0,0.0,0.0,5.0,0.0,0.0,19.0,27.0,134.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,749.0,0.0,0.0,873.0,20.0,0.0,0.0,85.0,0.0,0.0,0.0,658.0,0.0,107.0,1.0,0.0,0.0,0.0,144.0,99.0,0.0,0.0,12.0,163.0,0.0,83.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11683.0,36
1987,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,565.0,7.0,0.0,0.0,160.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,0.0,3.0,7.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,18.0,18.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,321.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,1080.0,126.0,0.0,1854.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,0.0,97.0,0.0,0.0,0.0,0.0,39.0,26.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1009.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,2.0,721.0,0.0,0.0,984.0,15.0,2.0,0.0,102.0,11.0,0.0,0.0,111.0,0.0,217.0,0.0,0.0,0.0,56.0,827.0,158.0,0.0,0.0,13.0,121.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12258.0,37
1988,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,698.0,20.0,0.0,0.0,46.0,11.0,0.0,407.0,0.0,0.0,0.0,56.0,0.0,17.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,9.0,9.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,2.0,0.0,17.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,383.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,38.0,60.0,0.0,0.0,125.0,0.0,582.0,128.0,0.0,1880.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,77.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,361.0,2.0,0.0,0.0,1.0,0.0,0.0,155.0,0.0,79.0,0.0,2.0,0.0,0.0,109.0,12.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,1132.0,0.0,0.0,1715.0,0.0,2.0,0.0,49.0,36.0,0.0,0.0,193.0,0.0,361.0,0.0,0.0,0.0,17.0,522.0,22.0,0.0,0.0,0.0,142.0,0.0,83.0,16.0,0.0,66.0,0.0,0.0,0.0,0.0,11884.0,38
1989,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,629.0,13.0,0.0,0.0,14.0,0.0,0.0,203.0,0.0,0.0,0.0,61.0,0.0,4.0,336.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,57.0,13.0,0.0,109.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,4.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,642.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,24.0,75.0,4.0,2152.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,56.0,0.0,0.0,0.0,0.0,1.0,667.0,15.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,1602.0,0.0,0.0,575.0,0.0,0.0,0.0,51.0,19.0,0.0,0.0,196.0,1.0,181.0,0.0,0.0,0.0,48.0,617.0,6.0,0.0,0.0,1.0,95.0,0.0,39.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,11344.0,39
1990,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,299.0,0.0,0.0,2.0,362.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,3.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,678.0,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,188.0,0.0,0.0,0.0,0.0,81.0,94.0,0.0,2558.0,16.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,269.0,12.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,55.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,986.0,0.0,0.0,573.0,15.0,0.0,0.0,42.0,13.0,0.0,0.0,226.0,0.0,208.0,0.0,0.0,0.0,0.0,856.0,6.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,10732.0,40
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,3.0,68.0,18.0,0.0,115.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,12.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,21.0,841.0,21.0,0.0,0.0,0.0,0.0,0.0,817.0,0.0,0.0,648.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1212.0,141.0,0.0,2854.0,0.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,283.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,0.0,2.0,0.0,15.0,13.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,79.0,0.0,0.0,0.0,31.0,141.0,0.0,0.0,511.0,0.0,282.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,831.0,0.0,11.0,7.0,0.0,71.0,0.0,0.0,0.0,0.0,12515.0,41
1992,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,328.0,0.0,0.0,0.0,42.0,25.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,69.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,929.0,4.0,0.0,0.0,0.0,0.0,36.0,314.0,0.0,0.0,650.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1313.0,126.0,0.0,2450.0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,9.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,25.0,0.0,2.0,2.0,0.0,12.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,682.0,0.0,0.0,158.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,399.0,0.0,32.0,0.0,0.0,0.0,8.0,1680.0,0.0,0.0,0.0,0.0,1084.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14132.0,42
1993,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,449.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,26.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,1007.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,0.0,524.0,0.0,361.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,716.0,166.0,0.0,1997.0,1.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,6.0,26.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.0,0.0,0.0,0.0,82.0,0.0,22.0,0.0,0.0,599.0,0.0,0.0,244.0,0.0,0.0,0.0,17.0,41.0,0.0,0.0,1118.0,0.0,135.0,0.0,0.0,0.0,0.0,1929.0,92.0,0.0,0.0,0.0,771.0,6.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,13847.0,43
1994,0.0,0.0,0.0,0.0,7.0,0.0,48.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,18.0,35.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,4.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,383.0,0.0,195.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,753.0,144.0,0.0,978.0,5.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,117.0,0.0,0.0,1.0,0.0,0.0,142.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,0.0,698.0,0.0,0.0,678.0,0.0,0.0,0.0,26.0,114.0,0.0,0.0,843.0,0.0,208.0,3.0,0.0,0.0,0.0,1359.0,213.0,0.0,0.0,0.0,413.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,11523.0,44
1995,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,38.0,0.0,0.0,0.0,53.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,32.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,22.0,1644.0,4.0,0.0,0.0,0.0,0.0,150.0,5.0,0.0,0.0,189.0,0.0,531.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,360.0,91.0,0.0,1137.0,19.0,0.0,0.0,396.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,7.0,0.0,0.0,2.0,0.0,0.0,42.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,0.0,1732.0,0.0,0.0,219.0,0.0,0.0,0.0,53.0,93.0,0.0,0.0,1308.0,0.0,154.0,3.0,0.0,0.0,18.0,713.0,26.0,0.0,0.0,0.0,492.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11216.0,45
1996,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,46.0,0.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,10.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,0.0,769.0,4.0,0.0,0.0,0.0,0.0,344.0,3.0,0.0,0.0,164.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,77.0,149.0,0.0,813.0,75.0,0.0,0.0,1003.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,99.0,7.0,0.0,0.0,2.0,0.0,0.0,108.0,27.0,188.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,1407.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1624.0,0.0,0.0,267.0,0.0,0.0,0.0,52.0,187.0,0.0,0.0,815.0,0.0,449.0,0.0,0.0,0.0,23.0,631.0,154.0,0.0,0.0,0.0,490.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10891.0,46
1997,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,35.0,34.0,0.0,0.0,198.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,25.0,18.0,131.0,16.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,6.0,0.0,105.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,64.0,0.0,0.0,0.0,43.0,895.0,0.0,0.0,4.0,37.0,0.0,391.0,82.0,0.0,0.0,61.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,42.0,267.0,0.0,786.0,77.0,0.0,0.0,315.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,9.0,0.0,0.0,0.0,0.0,280.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,61.0,45.0,0.0,0.0,1.0,0.0,0.0,102.0,5.0,135.0,0.0,6.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1724.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,9.0,888.0,0.0,0.0,133.0,36.0,0.0,0.0,69.0,377.0,0.0,0.0,2958.0,0.0,386.0,0.0,0.0,0.0,25.0,1160.0,6.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14552.0,47
1998,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,18.0,36.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,17.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.0,0.0,6.0,458.0,2.0,0.0,0.0,0.0,0.0,536.0,139.0,0.0,0.0,543.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1273.0,6.0,10.0,1443.0,248.0,0.0,0.0,19.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,13.0,0.0,0.0,0.0,0.0,0.0,73.0,12.0,25.0,0.0,0.0,0.0,0.0,12.0,31.0,0.0,6.0,1.0,0.0,44.0,0.0,0.0,0.0,2212.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,1182.0,0.0,0.0,21.0,6.0,0.0,0.0,150.0,431.0,0.0,0.0,2241.0,0.0,36.0,0.0,0.0,0.0,18.0,1617.0,21.0,0.0,0.0,0.0,514.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15728.0,48
